,concepts,description,related
1568,Paratelecrinus conifer,Atelecrinidae is a family of crinoids or feather stars in the phylum Echinodermata. It was first described by Francis Arthur Bather in 1899. Atelecrinidae is a family of crinoids or feather stars in the phylum Echinodermata. It was first described by Francis Arthur Bather in 1899., 
1569,Paratriacanthodes retrospinis,"Paratriacanthodes retrospinis is a marine bathydemersal fish species in the spikefish family. The Tetraodontiformes  are an order of highly derived ray-finned fish, also called the Plectognathi. Sometimes these are classified as a suborder of the order Perciformes.","Paratriacanthodes, List of marine spiny-finned fishes of South Africa, List of least concern fishes"
1570,Paraulopus,"Paraulopus is the only genus in the family Paraulopidae, a family of grinners in the order Aulopiformes. They are commonly known as cucumberfishes, but locally some other Teleostei are also known by that name.","Paraulopus nigripinnis, Microcotyle neozealanica, Cucumberfish, 2022 in paleoichthyology"
1571,Parazoanthidae,Parazoanthidae is a family of cnidarians. Brachycnemina is a suborder of zoanthids in the order Zoantharia. Genetic analysis has been used to suggest Brachycnemina is a monophyletic group diverging within the paraphyletic Macrocnemina.,"Zoantharia, Savalia savaglia, Cape zoanthid, Hawaiian gold coral"
1572,Parisis,Parisis is a genus of corals in the monotypic family Parisididae.,"Alcyonacea, Scleraxonia"
1573,Parmaturus xaniurus,"The filetail catshark (Parmaturus xaniurus) is an Eastern Pacific endemic deepwater catshark ranging from Oregon to the Gulf of California. Adults are epibenthic and found near areas of rocky vertical relief over soft mud bottoms on the outer continental shelf and upper slope at depths of 91 to 1,251 m, juveniles are mesopelagic, found around 500 m off the bottom in waters over 1,000 m deep.","Parmaturus, Oregon Coast, List of sharks, List of cartilaginous fish"
1574,Paromola,Paromola is a genus of crabs within the family Homolidae.,"Paromola cuvieri, Crabs of the British Isles, Homolidae, 2023 in arthropod paleontology"
1575,Paromola japonica,Paromola is a genus of crabs within the family Homolidae.,2023 in arthropod paleontology
1576,Parophrys vetulus,"The English sole (Parophrys vetulus) is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on sandy and muddy bottoms in estuaries and near shore areas, at depths of up to 550 metres (1,800 ft).","Flatfish, Lemon sole, Pleuronectidae, List of fishes of the Salish Sea"
1577,Paropsurus,"The family Munnopsidae is a family of asellote isopoda which is one of the most speciose and frequently collected of the known isopod families. As currently structured it consists of nine subfamilies, 42 genera and about 320 species.", 
1578,Parthenopidae,"Parthenopidae is a family of crabs, placed in its own superfamily, Parthenopoidea. It comprises nearly 40 genera, divided into two subfamilies, with three genera incertae sedis:. Parthenopidae is a family of crabs, placed in its own superfamily, Parthenopoidea. It comprises nearly 40 genera, divided into two subfamilies, with three genera incertae sedis:.","2018 in arthropod paleontology, Crab, Parthenope, 2023 in arthropod paleontology"
1579,Parvilux,"Parvilux is a genus of lanternfishes. Lanternfish (or myctophids, from the Greek μυκτήρ myktḗr, ""nose"" and ophis, ""serpent"") are small mesopelagic fish of the large family Myctophidae. One of two families in the order Myctophiformes, the Myctophidae are represented by 246 species in 33 genera, and are found in oceans worldwide.","Lanternfish, List of prehistoric bony fish genera"
1580,Pasiphaea,"Aristaeomorpha foliacea, the giant red shrimp or giant gamba prawn, is a species of deep water benthopelagic decapod crustacean. It is found in all the world's oceans in the temperate and tropical zones.","Toyama Prefecture, Merluccius merluccius, Imizu, Alfred William Alcock"
1581,Patellidae,"Patellidae is a taxonomic family of true limpets, marine gastropod molluscs in the superfamily Patelloidea.","Patella vulgata, Limpet, Patella (gastropod), Patella (disambiguation)"
1582,Patellogastropoda,"The Patellogastropoda, common name true limpets and historically called the Docoglossa, are members of a major phylogenetic group of marine gastropods, treated by experts either as a clade or as a taxonomic order. The clade Patellogastropoda is deemed monophyletic based on phylogenetic analysis.","Gastropoda, Sea snail, Discurria, Freshwater snail"
1583,Patiria miniata,"Patiria miniata, the bat star, sea bat, webbed star, or broad-disk star, is a species of sea star (also called a starfish) in the family Asterinidae. It typically has five arms, with the center disk of the animal being much wider than the stubby arms are in length.","Patiria, Sea star wasting disease, Bryozoa, Lytechinus pictus"
1584,Paulasterias,Paulasterias is a genus of sea stars within the monotypic family Paulasteriidae. Paulasterias is a genus of sea stars within the monotypic family Paulasteriidae. The Forcipulatacea are a superorder of sea stars.,"Paulasterias tyleri, Paulasterias mcclaini, Forcipulatida, Kemp Caldera"
1585,Paulasterias mcclaini,Paulasterias mcclaini is a species of starfish in the family Paulasteriidae. It is found in deep water at hydrothermal vents. Paulasterias is a genus of sea stars within the monotypic family Paulasteriidae.,"Paulasterias, Paulasterias tyleri, Forcipulatida"
1586,Paulasterias sp.,Paulasterias is a genus of sea stars within the monotypic family Paulasteriidae. Paulasterias is a genus of sea stars within the monotypic family Paulasteriidae. The Forcipulatacea are a superorder of sea stars.,"Paulasterias tyleri, Paulasterias mcclaini, Forcipulatida, Kemp Caldera"
1587,Paxillosida,The Paxillosida are a large order of sea stars.,"Starfish, Luidia maculata, Brachiolaria, List of echinoderm orders"
1588,Pectinida,"Pectinida is a taxonomic order of large and medium-sized saltwater clams, marine bivalve molluscs, commonly known as scallops and their allies. It is believed that they began evolutionarily in the late Middle Ordovician epoch; many species, of course, are still extant.","Pteriomorphia, Windowpane oyster, Bivalvia, Scallop"
1589,Pectinidae,"Scallop () is a common name that encompasses various species of marine bivalve mollusks in the taxonomic family Pectinidae, the scallops. However, the common name ""scallop"" is also sometimes applied to species in other closely related families within the superfamily Pectinoidea, which also includes the thorny oysters.","Pteriomorphia, Pectinoidea, Argopecten irradians, Pecten maximus"
1590,Pectis,"Pectis is a genus of flowering plants in the family Asteraceae described as a genus by Linnaeus in 1759. The name is derived from the Latin word pecten, meaning ""comb. Rhopalonematidae is a family of hydrozoans. The family comprises 15 genera and 36 species.","Pectis tenuicaulis, Pectis papposa, Pectis longipes, Pectis cylindrica"
1591,Peinaleopolynoe orphanae,"Peinaleopolynoe orphanae (elvis worm) is a species of Polynoidae discovered by Hatch, Liew, Hourdez & Rouse, 2020. The specimen was discovered alongside several others of the same genus (Peinaleopolynoe).","Peinaleopolynoe, Elvis worms, Victoria Orphan"
1592,Pelagobia longicirrata,"Lopadorrhynchidae is a family of polychaete worms. Phyllodocida is an order of polychaete worms in the subclass Aciculata. These worms are mostly marine, though some are found in brackish water.",List of polychaete worms of South Africa
1593,Pelagothuria natatrix,"Pelagothuria is a genus of sea cucumbers in the family Pelagothuriidae. It is monotypic, being represented by the single species Pelagothuria natatrix.","Sea cucumber, Pelagothuriidae, NOAAS Okeanos Explorer, Elasipodida"
1594,Peltaster cycloplax,"Peltaster is a genus of echinoderms belonging to the family Goniasteridae. The genus has almost cosmopolitan distribution. Goniasteridae (the biscuit stars) constitute the largest family of sea stars, included in the order Valvatida. They are mostly deep-dwelling species, but the family also include several colorful shallow tropical species.","Fromia monilis, Fromia indica, Starfish, Marocaster"
1595,Peniagone,"Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species. Elpidiidae is a family of deep-sea sea cucumbers. Elasipodida is an order of sea cucumbers. They have numerous appendages, including conical papillae and leaf-like tentacles.","Enypniastes, Peniagone vitrea, Puerto Rico Trench, Sea cucumber"
1596,Peniagone gracilis,Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species. Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species.,"Enypniastes, Peniagone vitrea, Puerto Rico Trench, Sea cucumber"
1597,Peniagone papillata,Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species. Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species.,"Enypniastes, Peniagone vitrea, Puerto Rico Trench, Sea cucumber"
1598,Peniagone sp.,"Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species. Elpidiidae is a family of deep-sea sea cucumbers. Elasipodida is an order of sea cucumbers. They have numerous appendages, including conical papillae and leaf-like tentacles.","Enypniastes, Peniagone vitrea, Puerto Rico Trench, Sea cucumber"
1599,Peniagone sp. 1,"Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species. Elpidiidae is a family of deep-sea sea cucumbers. Elasipodida is an order of sea cucumbers. They have numerous appendages, including conical papillae and leaf-like tentacles.","Enypniastes, Peniagone vitrea, Puerto Rico Trench, Sea cucumber"
1600,Peniagone sp. 2,"Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species. Elpidiidae is a family of deep-sea sea cucumbers. Elasipodida is an order of sea cucumbers. They have numerous appendages, including conical papillae and leaf-like tentacles.","Enypniastes, Peniagone vitrea, Puerto Rico Trench, Sea cucumber"
1601,Peniagone sp. A,"Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species. Elpidiidae is a family of deep-sea sea cucumbers. Elasipodida is an order of sea cucumbers. They have numerous appendages, including conical papillae and leaf-like tentacles.","Enypniastes, Peniagone vitrea, Puerto Rico Trench, Sea cucumber"
1602,Peniagone vitrea,Peniagone vitrea is a species of deep-sea swimming sea cucumber in the family Elpidiidae. It is a detritivore and is found in the northern Pacific Ocean at abyssal depths. Peniagone is a genus of deep-sea sea cucumbers in the family Elpidiidae. Peniagone wyvillii is the type species.,"Peniagone, Elpidia minutissima"
1603,Peniagone vitrea- sp. 1 complex,Peniagone vitrea is a species of deep-sea swimming sea cucumber in the family Elpidiidae. It is a detritivore and is found in the northern Pacific Ocean at abyssal depths.,"Peniagone, Elpidia minutissima"
1604,Pennatula,"Pennatula is a genus of sea pens in the family Pennatulidae. The genus contains several bioluminescent species, including Pennatula rubra, Pennatula phosphorea, and Pennatula aculeata. Pennatulidae is a family of sea pens, a member of the subclass Octocorallia in the phylum Cnidaria.","Psalis pennatula, Calamus (fish), Vachellia, Sea pen"
1605,Pennatula inflata,"Pennatula is a genus of sea pens in the family Pennatulidae. The genus contains several bioluminescent species, including Pennatula rubra, Pennatula phosphorea, and Pennatula aculeata. Pennatula is a genus of sea pens in the family Pennatulidae. The genus contains several bioluminescent species, including Pennatula rubra, Pennatula phosphorea, and Pennatula aculeata.","Plants of the Sierra de Manantlán Biosphere Reserve, List of marine cnidarians of South Africa"
1606,Pennatula phosphorea,"Pennatula is a genus of sea pens in the family Pennatulidae. The genus contains several bioluminescent species, including Pennatula rubra, Pennatula phosphorea, and Pennatula aculeata. Pennatula is a genus of sea pens in the family Pennatulidae. The genus contains several bioluminescent species, including Pennatula rubra, Pennatula phosphorea, and Pennatula aculeata.","Sea pen, Vermes in the 10th edition of Systema Naturae, Anton Dohrn Seamount, Funiculina quadrangularis"
1607,Pennatulacea,"Sea pens are colonial marine cnidarians belonging to the order Pennatulacea. There are 14 families within the order and 35 extant genera; it is estimated that of 450 described species, around 200 are valid.","Octocorallia, Alcyonacea, Sea pansy, Anthozoa"
1608,Pennatulacea sp. 1,"Sea pens are colonial marine cnidarians belonging to the order Pennatulacea. There are 14 families within the order and 35 extant genera; it is estimated that of 450 described species, around 200 are valid.","Octocorallia, Alcyonacea, Sea pansy, Anthozoa"
1609,Pennatulidae,"Pennatulidae is a family of sea pens, a member of the subclass Octocorallia in the phylum Cnidaria.","Sea pen, Pennatula, Ptilosarcus gurneyi, IUCN Red List endangered species (Animalia)"
1610,Pentametrocrinidae,"Pentametrocrinidae is a family of echinoderms belonging to the order Comatulida. Genera:. Articulata are a subclass or superorder within the class Crinoidea, including all living crinoid species. They are commonly known as sea lilies (stalked crinoids) or feather stars (unstalked crinoids).","Articulata (Crinoidea), Comatulida"
1611,Pentametrocrinus,"Pentametrocrinidae is a family of echinoderms belonging to the order Comatulida. Genera:. Articulata are a subclass or superorder within the class Crinoidea, including all living crinoid species. They are commonly known as sea lilies (stalked crinoids) or feather stars (unstalked crinoids).",List of echinoderms of South Africa
1612,Pentametrocrinus paucispinulus,"Pentametrocrinidae is a family of echinoderms belonging to the order Comatulida. Genera:. Articulata are a subclass or superorder within the class Crinoidea, including all living crinoid species. They are commonly known as sea lilies (stalked crinoids) or feather stars (unstalked crinoids).",List of echinoderms of South Africa
1613,Peribolaster,Korethrasteridae is a family of starfish in the order Velatida. It contains the following genera and species:. Korethrasteridae is a family of starfish in the order Velatida. It contains the following genera and species:.,Velatida
1614,Peribolaster biserialis,Korethrasteridae is a family of starfish in the order Velatida. It contains the following genera and species:. Korethrasteridae is a family of starfish in the order Velatida. It contains the following genera and species:.,Velatida
1615,Periphragella,"Periphragella antarcticais a species of glass sponge found in the Weddell Sea. Euretidae is a family of glass sponges in the order Sceptrulophora. Sceptrulophora (from Ancient Greek, σκῆπτρον, skêptron - ""sceptre"" and -φόρος, -phóros - ""bearing"") is an order of hexactinellid sponges (glass sponges). They are characterized by sceptrules, a type of microsclere (microscopic spicule) with a single straight rod terminating at a bundle of spines or knobs.","Chonelasmatinae, List of prehistoric sponge genera"
1616,Periphragella sp.,"Periphragella antarcticais a species of glass sponge found in the Weddell Sea. Euretidae is a family of glass sponges in the order Sceptrulophora. Sceptrulophora (from Ancient Greek, σκῆπτρον, skêptron - ""sceptre"" and -φόρος, -phóros - ""bearing"") is an order of hexactinellid sponges (glass sponges). They are characterized by sceptrules, a type of microsclere (microscopic spicule) with a single straight rod terminating at a bundle of spines or knobs.","Chonelasmatinae, List of prehistoric sponge genera"
1617,Periphylla periphylla,"The helmet jellyfish (Periphylla periphylla), sometimes called the merchant-cap, is a luminescent, red-colored jellyfish of the deep sea, belonging to the order Coronatae of the phylum Cnidaria. It is the only species in the monotypic genus Periphylla and is one of the rare examples in Scyphozoa which life-cycle lacks a polyp stage.","Mesopelagic zone, Periphyllidae, Crown jellyfish, Poralia"
1618,Phacellophora camtschatica,"Phacellophora camtschatica, commonly known as the fried egg jellyfish or egg-yolk jellyfish, is a very large jellyfish in the family Phacellophoridae. This species can be easily identified by the yellow coloration in the center of its body which closely resembles an egg yolk, hence how it got its common name.","Aurelia aurita, Metacarcinus gracilis, Fried egg jellyfish, Aurelia labiata"
1619,Phaeodaria,"Phaeodarea, or Phaeodaria, is a group of amoeboid cercozoan organisms. They are traditionally considered radiolarians, but in molecular trees do not appear to be close relatives of the other groups, and are instead placed among the Cercozoa.","Bioluminescence, Radiolaria, Teddy Lo, Astracantha heteracantha"
1620,Phelliactis,Hormathiidae is a family of sea anemones in the class Anthozoa. Hormathiidae is a family of sea anemones in the class Anthozoa. Metridioidea is a superfamily of sea anemones in the order Actiniaria. The Enthemonae is a suborder of sea anemones in the order Actiniaria. It comprises those sea anemones with typical arrangement of mesenteries for actiniarians.,List of marine cnidarians of South Africa
1621,Pheronematidae,Pheronematidae is a family of sponges belonging to the order Amphidiscosida. Genera:.,"Amphidiscosida, Poliopogon"
1622,Phialidium,"Clytia gregaria, sometimes referred to as the gregarious jellyfish, is a small species of hydrozoan in the family Campanulariidae. It is one of the most abundant hydrozoans of the Pacific Northwest, particularly during late spring and summer.",Peachia quinquecapitata
1623,Phidolopora,Phidolopora is a genus of bryozoans belonging to the family Phidoloporidae. The genus has almost cosmopolitan distribution.,"Phidoloporidae, List of prehistoric bryozoan genera"
1624,Phormosoma,"Phormosoma placenta is a species of sea urchin in the order Echinothurioida. It is a deepwater species, seldom being found at depths less than 500 m (1,600 ft), and occurs on either side of the Atlantic Ocean on the continental slope.","Echinothurioida, Venus flytrap sea anemone, Phormosomatidae, Calveriosoma gracile"
1625,Phoronida,"Phoronids (scientific name Phoronida, sometimes called horseshoe worms) are a small phylum of marine animals that filter-feed with a lophophore (a ""crown"" of tentacles), and build upright tubes of chitin to support and protect their soft bodies. They live in most of the oceans and seas, including the Arctic Ocean but excluding the Antarctic Ocean, and between the intertidal zone and about 400 meters down.","Trochozoa, Brachiozoa, Tube worm, Phoronis"
1626,Phrissocystis,The heart urchins or Spatangoida are an order of sea urchins. Macropneustidae is a family of echinoderms belonging to the order Spatangoida. Genera:.,Macropneustidae
1627,Phronima,"Phronima is a genus of small, deep sea hyperiid amphipods of the family Phronimidae. It is found throughout the world's oceans, except in polar regions. Physocephalatidira is a parvorder of plankton in the sub-order Hyperiidea. It is the only taxon within the infraorder Physocephalata, making its parent a monotypic taxon.","Phronima sedentaria, Battus I of Cyrene, Enantia melite, King-of-the-salmon"
1628,Phronima sedentaria,Phronima sedentaria is a species of amphipod crustaceans found in oceans at a depth of up to 1 km (0. 6 mi).,"Phronima, Hyperiidea, Oxygen minimum zone, List of marine crustaceans of South Africa"
1629,Phrynocrinidae,Phrynocrinidae is a family of echinoderms belonging to the order Millericrinida. Genera:. Bourgueticrinida is an order of crinoids that typically live deep in the ocean. Members of this order are attached to the seabed by a slender stalk and are known as sea lilies.,"Bourgueticrinida, Articulata (Crinoidea), Comatulida, Porphyrocrinus"
1630,Phyllochaetopterus gigas,Phyllochaetopterus is a genus of marine polychaete worms that live in tubes that they construct., 
1631,Phyllodocida,"Phyllodocida is an order of polychaete worms in the subclass Aciculata. These worms are mostly marine, though some are found in brackish water.","Errantia, Annelid, Polychaete, Eulagisca gigantea"
1632,Phyllospadix detritus,Phyllospadix detritus, 
1633,Phyllospadix-Zostera detritus,Phyllospadix-Zostera detritus, 
1634,Phymorhynchus,"Phymorhynchus is a genus of sea snails, marine gastropod mollusks in the family Raphitomidae.","Phymorhynchus clarinda, Phymorhynchus castaneus, Phymorhynchus oculatus, Phymorhynchus turris"
1635,Physiculus,"Physiculus is a genus of morid cods. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.","Skulpin, Physiculus grinnelli, Physiculus nigrescens, Physiculus rastrelliger"
1636,Physiculus nematopus,"Physiculus nematopus, the charcoal mora, is a bathydemersal fish found in the Eastern Central Pacific Ocean. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.","Physiculus, List of least concern fishes"
1637,Physiculus nematopus-rastrelliger complex,Physiculus nematopus-rastrelliger complex, 
1638,Physiculus rastrelliger,"Physiculus rastrelliger, known as the hundred fathom mora, is a bathydemersal fish found in the Eastern Pacific Ocean. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.","Physiculus, List of fish of the Mediterranean Sea, List of data deficient fishes, List of fishes of India"
1639,Physiculus rhodopinnis,"Physiculus rhodopinnis is a bathydemersal fish found in the Indo-Pacific from Madagascar to the Marianas, including the Kyushu-Palau Ridge and the northern Hawaiian Ridge. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.",Physiculus
1640,Physiculus sp. 1,"Physiculus is a genus of morid cods. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.","Skulpin, Physiculus grinnelli, Physiculus nigrescens, Physiculus rastrelliger"
1641,Physiculus sp. 2,"Physiculus is a genus of morid cods. Gadiformes  are an order of ray-finned fish, also called the Anacanthini, that includes the cod. Many major food fish are in this order.","Skulpin, Physiculus grinnelli, Physiculus nigrescens, Physiculus rastrelliger"
1642,Physonectae,"Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei). Siphonophorae (from Greek siphōn 'tube' + pherein 'to bear') is an order within Hydrozoa, which is a class of marine organisms within the phylum Cnidaria. According to the World Register of Marine Species, the order contains 175 species thus far.","Siphonophorae, Apolemia, Calycophorae, Deep-sea community"
1643,Physophora gilmeri,"Physophora hydrostatica, also known as hula skirt siphonophore, is a species of siphonophore in the family Physophoridae. Physophoridae is a family of siphonophores. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).","Hirtella physophora, Allomerus decemarticulatus, Casuaria armata, Siphonophorae"
1644,Physophora hydrostatica,"Physophora hydrostatica, also known as hula skirt siphonophore, is a species of siphonophore in the family Physophoridae. Physophora hydrostatica, also known as hula skirt siphonophore, is a species of siphonophore in the family Physophoridae.","Siphonophorae, Physophoridae, Physonectae, List of marine cnidarians of South Africa"
1645,Pilematechinus,Urechinidae is a family of echinoderms belonging to the order Holasteroida. Genera:. Holasteroida is an order of irregular sea urchins. Carnarechinus clypeatus is a species of sea urchins of the Holasteroida order.,Carnarechinus
1646,pillow lava,"Urban morphology is the study of the formation of human settlements and the process of their formation and transformation. The study seeks to understand the spatial structure and character of a metropolitan area, city, town or village by examining the patterns of its component parts and the ownership or control and occupation.","History of evolutionary thought, 2018 in arthropod paleontology, Rosalind Franklin (rover), Planetary cartography"
1647,Placopegma,"Euplectellidae is a family of glass sponges (Hexactinellids) belonging to the order Lyssacinosa, first represented in the Ordovician fossil record, substantially older than molecular estimates of the clade's age.", 
1648,Planctoteuthis,"Planctoteuthis is a genus of chiroteuthid squid comprising five species, occurring worldwide in lower mesopelagic to bathypelagic depths in tropical to temperate waters. It has been suggested that members of Planctoteuthis are neotenic, retaining characteristics of the doratopsis developmental stage.","Chiroteuthidae, Planctoteuthis danae, Chiroteuthoidea, P. danae"
1649,Planctoteuthis danae,"Planctoteuthis danae, or Dana's Chiroteutid squid is a species of chiroteuthid squid. It is distinguished from further members of Planctoteuthis by a fin length greater than half of the mantle. Planctoteuthis is a genus of chiroteuthid squid comprising five species, occurring worldwide in lower mesopelagic to bathypelagic depths in tropical to temperate waters. It has been suggested that members of Planctoteuthis are neotenic, retaining characteristics of the doratopsis developmental stage.","Planctoteuthis, P. danae, Chiroteuthidae, List of least concern molluscs"
1650,Planctoteuthis oligobessa,"Planctoteuthis is a genus of chiroteuthid squid comprising five species, occurring worldwide in lower mesopelagic to bathypelagic depths in tropical to temperate waters. It has been suggested that members of Planctoteuthis are neotenic, retaining characteristics of the doratopsis developmental stage.","Chiroteuthidae, List of data deficient molluscs, List of data deficient invertebrates"
1651,plastic,plastic, 
1652,plastic bag,plastic bag, 
1653,Platepistoma macrophthalmum,Platepistoma  is a genus of crabs., 
1654,Platyhelminthes,"The flatworms, flat worms, Platyhelminthes, or platyhelminths (from the Greek πλατύ, platy, meaning ""flat"" and ἕλμινς (root: ἑλμινθ-), helminth-, meaning ""worm"") are a phylum of relatively simple bilaterian, unsegmented, soft-bodied invertebrates. Unlike other bilaterians, they are acoelomates (having no body cavity), and have no specialised circulatory and respiratory organs, which restricts them to having flattened shapes that allow oxygen and nutrients to pass through their bodies by diffusion.","Turbellaria, Bipalium, Cestoda, Bilateria"
1655,Plectobranchus evides,"The bluebarred prickleback (Plectobranchus evides) is a species of marine ray-finned fish belonging to the family Stichaeidae, the pricklebacks and shannies. It is the only species in the monotypic genus Plectobranchus.",List of fishes of the Salish Sea
1656,Plectranthias,"Plectranthias is a genus of ray-finned fish in the subfamily Anthiinae, part of the family Serranidae, the groupers and sea basses. They are found in the Atlantic, Indian and Pacific Ocean. Anthias are members of the family Serranidae and make up the subfamily Anthiinae. The name Anthiidae is preoccupied by a subfamily of ground beetles in the family Carabidae created by Bonelli in 1813 and this grouping should be called the Anthiadinae.","Plectranthias wheeleri, Plectranthias bauchotae, Plectranthias kelloggi, Plectranthias ahiahiata"
1657,Plectranthias xanthomaculatus,Plectranthias xanthomaculatus is a species of fish in the family Serranidae occurring in the North West Pacific Ocean. Anthias are members of the family Serranidae and make up the subfamily Anthiinae. The name Anthiidae is preoccupied by a subfamily of ground beetles in the family Carabidae created by Bonelli in 1813 and this grouping should be called the Anthiadinae.,Plectranthias
1658,Plesiobatis daviesi,"The deepwater stingray or giant stingaree (Plesiobatis daviesi) is a species of stingray and the sole member of the family Plesiobatidae. It is widely distributed in the Indo-Pacific, typically over fine sediments on the upper continental slope at depths of 275–680 m (900–2,230 ft).","Stingray, Urolophidae, List of cartilaginous fish, List of fishes of India"
1659,Plesiodiadema,The Aspidodiadematidae are a family of sea urchins.,Aspidodiadema
1660,Plesionika,"Merluccius merluccius, the European hake, is a merluccid hake of the genus Merluccius. Other vernacular names include Cornish salmon and herring hake.","Aristaeomorpha foliacea, Henri Milne-Edwards, Pandalidae, List of Atlantic decapod species"
1661,Plesionika alcocki,"Merluccius merluccius, the European hake, is a merluccid hake of the genus Merluccius. Other vernacular names include Cornish salmon and herring hake.","Aristaeomorpha foliacea, Henri Milne-Edwards, Pandalidae, List of Atlantic decapod species"
1662,Plesionika bimaculata,"Merluccius merluccius, the European hake, is a merluccid hake of the genus Merluccius. Other vernacular names include Cornish salmon and herring hake.","Aristaeomorpha foliacea, Henri Milne-Edwards, Pandalidae, List of Atlantic decapod species"
1663,Plesionika pacifica,"Merluccius merluccius, the European hake, is a merluccid hake of the genus Merluccius. Other vernacular names include Cornish salmon and herring hake.","Aristaeomorpha foliacea, Henri Milne-Edwards, Pandalidae, List of Atlantic decapod species"
1664,Plesionika sp. A,"Merluccius merluccius, the European hake, is a merluccid hake of the genus Merluccius. Other vernacular names include Cornish salmon and herring hake.","Aristaeomorpha foliacea, Henri Milne-Edwards, Pandalidae, List of Atlantic decapod species"
1665,Plesionika spinipes,"Merluccius merluccius, the European hake, is a merluccid hake of the genus Merluccius. Other vernacular names include Cornish salmon and herring hake.","Aristaeomorpha foliacea, Henri Milne-Edwards, Pandalidae, List of Atlantic decapod species"
1666,Pleurobranchaea,"Pleurobranchaea is a genus of sea slugs, specifically sidegill slugs or notaspideans. These are marine gastropod molluscs in the family Pleurobranchaeidae.","Pleurobranchaea maculata, Pleurobranchaea californica, Pleurobranchaea meckeli, Gill"
1667,Pleurobranchaea californica,"Pleurobranchaea californica is a species of gastropods belonging to the family Pleurobranchaeidae. The species is found in western part of Northern America. Pleurobranchaea is a genus of sea slugs, specifically sidegill slugs or notaspideans. These are marine gastropod molluscs in the family Pleurobranchaeidae.","Pleurobranchaea, Trimethylglycine, Aplysia punctata, Frank Mace MacFarland"
1668,Pleurobranchidae,"The Pleurobranchidae are a taxonomic family of sea slugs, marine gastropod molluscs in the clade Pleurobranchomorpha.","Lemon pleurobranch, Tectibranchia, Berthella martensi, Aliculastrum"
1669,Pleurobranchus mamillatus,"Pleurobranchus mamillatus is a species of sidegill slug, a marine gastropod mollusc in the family Pleurobranchidae. Pleurobranchus is a genus of sea slugs, specifically side-gill slugs, marine gastropod mollusc in the family Pleurobranchidae. They typically occur in intertidal and shallow subtidal waters of tropical and subtropical seas worldwide.","Pleurobranchus, Opisthobranchia"
1670,Pleurochorium,"Chonelasmatinae is a subfamily of sea sponge in the family Euretidae. Euretidae is a family of glass sponges in the order Sceptrulophora. Sceptrulophora (from Ancient Greek, σκῆπτρον, skêptron - ""sceptre"" and -φόρος, -phóros - ""bearing"") is an order of hexactinellid sponges (glass sponges). They are characterized by sceptrules, a type of microsclere (microscopic spicule) with a single straight rod terminating at a bundle of spines or knobs.",List of prehistoric sponge genera
1671,Pleurocorallium,"Coralliidae, also known as precious corals, is a taxonomic family of soft corals belonging to the suborder Scleraxonia of the phylum Cnidaria. These sessile corals are one of the most dominant members of hard-bottomed benthic environments such as seamounts, canyons and continental shelves.","Precious coral, Strait of Sicily, Alcyonacea, Corallium occultum"
1672,Pleurocorallium porcellanum,"Coralliidae, also known as precious corals, is a taxonomic family of soft corals belonging to the suborder Scleraxonia of the phylum Cnidaria. These sessile corals are one of the most dominant members of hard-bottomed benthic environments such as seamounts, canyons and continental shelves.","Precious coral, Strait of Sicily, Alcyonacea, Corallium occultum"
1673,Pleurocorallium secundum,"Coralliidae, also known as precious corals, is a taxonomic family of soft corals belonging to the suborder Scleraxonia of the phylum Cnidaria. These sessile corals are one of the most dominant members of hard-bottomed benthic environments such as seamounts, canyons and continental shelves.","Precious coral, Strait of Sicily, Alcyonacea, Corallium occultum"
1674,Pleurogorgia militaris,Pleurogorgia is a genus of corals belonging to the family Chrysogorgiidae. The species of this genus are found in Paciic Ocean., 
1675,Pleuroncodes planipes,"Grimothea planipes, also known as the pelagic red crab, red crab, or tuna crab, is a species of squat lobster from the eastern Pacific Ocean.","Red crab, Squat lobster, Bryde's whale, Common thresher"
